ID,date,month,year,outflow,inflow,storage
295,1,3,2009,892.8,200.5,2377000000
296,10,3,2009,548.7,224.5,2104000000
297,20,3,2009,180.5,171,2100000000
298,1,4,2009,276.4,268.2,2092000000
299,10,4,2009,312,307.5,2090000000
300,20,4,2009,561.7,707.5,2243000000
301,1,5,2009,719.8,1165.5,2621000000
302,10,5,2009,899,1666.8,3176000000
303,20,5,2009,1066,1601.4,3694000000
304,1,6,2009,1073.2,1788,4332000000
305,10,6,2009,1078,1486,4623000000
306,20,6,2009,1414.6,1491.5,4677000000
307,1,7,2009,1884,1815,4609000000
308,10,7,2009,1933.7,1667,4382000000
309,20,7,2009,1919.5,2367.6,4869000000
310,1,8,2009,2061,2940.1,5589000000
311,10,8,2009,2244,2495,5787000000
312,20,8,2009,2126.6,2376.4,6009000000
313,1,9,2009,1303.5,1333.6,6010000000
314,10,9,2009,1006,884.5,5889000000
315,20,9,2009,656.5,510.8,5769000000
316,1,10,2009,416,498,5724100000
317,10,10,2009,423,395.7,5622600000
318,20,10,2009,564.6,347.6,5333800000
319,1,11,2009,226,344.9,5327700000
320,10,11,2009,194,348.5,5382300000
321,20,11,2009,309.2,540,5525700000
322,1,12,2009,581,507.1,5463000000
323,10,12,2009,707,722,5477000000
324,20,12,2009,710,699,5454000000
325,1,1,2010,656.3,549,5467000000
326,10,1,2010,385,387.5,5465000000
327,20,1,2010,319.5,319,5456000000
328,1,2,2010,458,293,5309000000
329,10,2,2010,333.2,446.8,5431000000
330,20,2,2010,448,526,5452000000
331,1,3,2010,975,736,5219000000
332,10,3,2010,1296,729,4713000000
333,20,3,2010,900.8,657,4557000000
334,1,4,2010,692,938,4739000000
335,10,4,2010,702.5,1047.3,5089000000
336,20,4,2010,1181,1288,5170000000
337,1,5,2010,1269,1307,5239000000
338,10,5,2010,2310,2856,5561000000
339,20,5,2010,2766,2600,5464000000
340,1,6,2010,2657,2476.3,5366000000
341,10,6,2010,1863,1829,5296000000
342,20,6,2010,2130,2516.1,5631000000
343,1,7,2010,2875,3307,5981000000
344,10,7,2010,3294,3124.1,5822000000
345,20,7,2010,3484,3551,5906000000
346,1,8,2010,3492,3194,5617000000
347,10,8,2010,3489,3703,5906000000
348,20,8,2010,3424.2,3472.6,5886000000
349,1,9,2010,2067.5,1753,5634900000
350,10,9,2010,1147,1135.3,5627000000
351,20,9,2010,977.3,977.3,5627000000
352,1,10,2010,665.1,84.8,5639600000
353,10,10,2010,711,625.3,5544000000
354,20,10,2010,636.8,580.5,5424800000
355,1,11,2010,256.3,552.7,5609200000
356,10,11,2010,418,550.8,5624000000
357,20,11,2010,447.5,550.4,5585500000
358,1,12,2010,719.6,467.2,5265700000
359,10,12,2010,711.5,473.8,4895800000
360,20,12,2010,254.2,428.1,4913000000
